orgao_sigla,entry_type,field,original_value,current_value,eixo_original,eixo_normalizado,confidence,review_reason,servico_acao,tabela_tipo
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Declarar Relatório Anual de Lavra (RAL),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Desmembrar Limite da Jazida em Profundidade,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Efetuar Cadastramento como Produtor e Comerciante de Diamantes Brutos (CNCD),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Emitir boletos para pagamento de obrigações junto à ANM,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',"Emitir boletos pelo Sistema Nacional de Arrecadação, Receita e Cobranças (SINARC)",pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Participar de consultas e audiências públicas da ANM (PPCS),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Participar de edital de oferta pública de áreas em disponibilidade,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Realizar cadastramento na ANM (SDC),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Certificado do Processo Kimberley (CPK),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Grupamento Mineiro,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Permissão de Lavra Garimpeira. (PLG),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência parcial dos direitos de Concessão de Lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência parcial dos direitos de Permissão de Lavra Garimpeira,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência parcial dos direitos de Registro de Licença,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência parcial dos direitos de Requerimento de Lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência parcial dos direitos na fase do Direito de Requerer a Lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência total dos direitos de Concessão de Lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência total dos direitos de Permissão de Lavra Garimpeira,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência total dos direitos de Registro de Licença,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência total dos direitos na fase de Requerimento de Lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer Transferência total dos direitos na fase do Direito de Requerer a lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer a renúncia da concessão de lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer a suspensão temporária dos trabalhos de lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer arrendamento parcial da Concessão de Lavra ou Manifesto de Mina,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer arrendamento total de Concessão de Lavra ou Manifesto de Mina,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer autorização de registro de licença,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer mudança de regime para permissão de lavra garimpeira (PLG),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer registro de extração,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer transferência parcial dos direitos de Alvará de Pesquisa,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Requerer transferência total dos direitos do Alvará de Pesquisa,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Autorização para Pesquisa Mineral (REPEM),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Bloqueio de Atividades Minerárias,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Guia de Utilização,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar Transferência de Direitos Minerários em face de Incorporação de Empresas,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar aprovação de novo Plano de Aproveitamento Econômico (PAE),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar aprovação de relatório de reavaliação de reservas (RRR),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar autorização para extração de fósseis,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar autorização para importação de água mineral,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar concessão de lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar declaração de dispensa de título minerário,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar englobamento de áreas tituladas,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar inclusão de nova substância ao título de lavra (Portaria),pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar mudança de regime para autorização de pesquisa,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar mudança de regime para licenciamento,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar permissão para reconhecimento geológico,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação de prazo do Registro de Extração,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação de prazo do Registro de Licença,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação de prazo do alvará de pesquisa mineral,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação de prazo para iniciar os trabalhos de lavra,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar prorrogação do prazo da permissão de lavra garimpeira,pactuada
ANM,delivery,produto / eixo,Evolução do Serviço,Evolução do Serviço,,Serviços Digitais e Melhoria da Qualidade,high,eixo corrigido por cross-validation: '' → 'Serviços Digitais e Melhoria da Qualidade',Solicitar redução de área (renúncia parcial),pactuada
