orgao_sigla,servico_acao,produto_original,produto_normalizado,produto_score,eixo_original,eixo_normalizado,data_pactuada,confidence
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,Ação,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,Serviço,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MGI,Serviço,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MGI,Serviço,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Implantação do Design System,Implantação do Design System,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,,,,high
MGI,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,,Integração ao Pagtesouro,Integração ao Pagtesouro,1.0,,Unificação de Canais Digitais,,high
MGI,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Serviço,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MGI,Serviço,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MGI,Ação,Migração de APPs móveis para a loja do Gov.br,Migração de APPs móveis para a loja do Gov.br,1.0,,,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,Ação,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MGI,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MINC,Cadastrar-se na plataforma Mapa da Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Cadastrar coletivo na plataforma Mapa da Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Cadastrar oportunidade na plataforma Mapa da Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Cadastrar evento cultural na plataforma Mapa da Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Cadastrar espaço cultural na plataforma Mapa da Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Cadastrar projeto cultural na plataforma Mapa da Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,PPSI Ciclo 4 (1ºSEM/ 2025),Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Revista Filme e Cultura,Migração de Portal Institucional,Migração de Portal Institucional,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Adequar projeto aprovado à realidade de execução,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Solicitar alteração de projeto durante o período de execução,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,"Obter autorização para captação de recursos via Lei de Incentivo à Cultura, a partir da apresentação de proposta cultural",Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Obter certificado de Ponto ou Pontão de Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Portal Plano Nacional do Livro e Leitura - PNLL (migração do portal do MTUR para o do MinC),Migração de Portal Institucional,Migração de Portal Institucional,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,PPSI Ciclo 4 (1ºSEM/ 2025),"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Revisão Geral da Carta de Serviços MinC (2025),Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Depositar materiais audiovisuais no acervo do Centro Técnico Audiovisual - CTAv,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Consultar listagem de materiais depositados na cinemateca Brasileira,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Solicitar validação de proposta de chamamento público,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Atualizar informações do estado/município no Sistema Nacional de Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Consultar informações dos entes federados na plataforma do Sistema Nacional de Cultura,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Sistema Nacional de Bibliotecas Públicas (http://bibliotecas.cultura.gov.br) migração para o Mapa,Migração de Portal Institucional,Migração de Portal Institucional,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,PPSI Ciclo 5 (2ºSEM/ 2025),Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Portais do CNPC,Migração de Portal Institucional,Migração de Portal Institucional,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,pracinhas.cultura.gov.br,Migração de Portal Institucional,Migração de Portal Institucional,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Adequar projeto aprovado à realidade de execução,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Solicitar alteração de projeto durante o período de execução,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Solicitar validação de proposta de chamamento público,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,"Obter autorização para captação de recursos via Lei de Incentivo à Cultura, a partir da apresentação de proposta cultural",Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,PPSI Ciclo 5 (2ºSEM/ 2025),"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Atualizar informações do estado/município no Sistema Nacional de Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Consultar informações dos entes federados na plataforma do Sistema Nacional de Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,PPSI Ciclo 6 (1ºSEM/ 2026),Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Cadastrar Biblioteca Pública ou Comunitária no Sistema nacional de Bibliotecas Públicas (Integração Registros dos Municípios de Referencia),Integração à base de dados (OUTROS),Integração à base de dados,0.852,Governança e Gestão de Dados,Governança e Gestão de Dados,,medium
MINC,Cadastrar-se na plataforma Mapa da Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Cadastrar coletivo na plataforma Mapa da Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Cadastrar oportunidade na plataforma Mapa da Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Cadastrar evento cultural na plataforma Mapa da Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Cadastrar espaço cultural na plataforma Mapa da Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Cadastrar projeto cultural na plataforma Mapa da Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,PPSI Ciclo 6 (1ºSEM/ 2026),"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Revisão Geral da Carta de Serviços MinC (2026),Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Credenciar empresa no Programa Cultura do Trabalhador ( PCT),Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MINC,Credenciar empresa no Programa Cultura do Trabalhador ( PCT),Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Obter certificado de Ponto ou Pontão de Cultura,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,PPSI Ciclo 7 (2ºSEM/ 2025),Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Buscar livros na Biblioteca Demonstrativa do Brasil,Implementação do VLIBRAS,Implementação do VLIBRAS,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,PPSI Ciclo 7 (2ºSEM/ 2025),"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,,high
MINC,Assistir a filmes nas salas da Cinemateca Brasileira,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Obter Licenciamento de Conteúdo de Titularidade da Cinemateca Brasileira - CB,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Obter análise técnica detalhada de materiais (Cinemateca Brasileira),Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MINC,Solicitar Empréstimo de Materiais Não Fílmicos do Acervo da Cinemateca Brasileira,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
