orgao_sigla,servico_acao,produto_original,produto_normalizado,produto_score,eixo_original,eixo_normalizado,data_pactuada,confidence
MME,Possibilitar o Controle de Acesso à Energia Elétrica - SCAEE,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Possibilitar o Controle de Acesso à Energia Elétrica - SCAEE,Evolução do Serviço,Evolução do Serviço,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Disponibilizar Sistema para Arrecadação para Pesquisa e Desenvolvimento - SAPED,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Disponibilizar Sistema para Arrecadação para Pesquisa e Desenvolvimento - SAPED,Implantação do Design System,Implantação do Design System,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,Disponibilizar Sistema para Arrecadação para Pesquisa e Desenvolvimento - SAPED,Implantação da Área Logada,Implantação da Área Logada Gov.Br,0.881,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,medium
MME,Disponibilizar Sistema para Arrecadação para Pesquisa e Desenvolvimento - SAPED,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Disponibilizar Sistema para Arrecadação para Pesquisa e Desenvolvimento - SAPED,Integração ao Login Único,Integração ao Login Único,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,Disponibilizar Sistema para Arrecadação para Pesquisa e Desenvolvimento - SAPED,Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Disponibilizar Sistema para Arrecadação para Pesquisa e Desenvolvimento - SAPED,Evolução do Serviço,Evolução do Serviço,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,"Orientar construção de Edificios Sustentáveis, com informação Bioclimáticas - PROJETEEE",Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,"Orientar construção de Edificios Sustentáveis, com informação Bioclimáticas - PROJETEEE",Implantação do Design System,Implantação do Design System,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,,high
MME,"Orientar construção de Edificios Sustentáveis, com informação Bioclimáticas - PROJETEEE",Implantação da Área Logada,Implantação da Área Logada Gov.Br,0.881,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,medium
MME,"Orientar construção de Edificios Sustentáveis, com informação Bioclimáticas - PROJETEEE",Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,"Orientar construção de Edificios Sustentáveis, com informação Bioclimáticas - PROJETEEE",Integração à ferramenta de avaliação da satisfação dos usuários,Integração à ferramenta de avaliação da satisfação dos usuários,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,"Orientar construção de Edificios Sustentáveis, com informação Bioclimáticas - PROJETEEE",Evolução do Serviço,Evolução do Serviço,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,Criar canal de interação do MME - MEU MME,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Implantação da Área Logada,Implantação da Área Logada Gov.Br,0.881,,,,medium
MME,,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Evolução do Serviço,Evolução do Serviço,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,Revisão da descrição dos serviços,Revisão da descrição dos serviços,1.0,,Serviços Digitais e Melhoria da Qualidade,,high
MME,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MME,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MME,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MME,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MME,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MME,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MME,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MME,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MME,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MME,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MME,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MME,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MME,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MME,,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MME,,Integração ao Login Único,Integração ao Login Único,1.0,,Unificação de Canais Digitais,,high
MMULHERES,Ligue 180,Evolução do Serviço,Evolução do Serviço,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,30/12/2025,high
MMULHERES,Ligue 180,Disponibilização em Acesso Digital,Disponibilização em Acesso Digital,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,30/12/2026,high
MMULHERES,Ligue 180,Implantação da Área Logada,Implantação da Área Logada Gov.Br,0.881,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,30/06/2026,medium
MMULHERES,Ligue 180,Implementação do VLIBRAS,Implementação do VLIBRAS,1.0,Serviços Digitais e Melhoria da Qualidade,Serviços Digitais e Melhoria da Qualidade,01/02/2026,high
MMULHERES,Ligue 180,Migração de APPs móveis para a loja do Gov.br,Migração de APPs móveis para a loja do Gov.br,1.0,Unificação de Canais Digitais,Unificação de Canais Digitais,30/12/2026,high
MMULHERES,PPSI Ciclo 5,Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,31/12/2025,high
MMULHERES,PPSI Ciclo 6,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,31/01/2026,high
MMULHERES,PPSI Ciclo 6,Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,30/06/2026,high
MMULHERES,PPSI Ciclo 7,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,01/07/2026,high
MMULHERES,PPSI Ciclo 7,Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,31/12/2026,high
MMULHERES,,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.925,Segurança e Privacidade,Segurança e Privacidade,03/10/2023,medium
MMULHERES,,Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,31/12/2023,high
MMULHERES,,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.925,Segurança e Privacidade,Segurança e Privacidade,31/01/2024,medium
MMULHERES,,Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,30/06/2024,high
MMULHERES,,"Auto-avaliação, análise de lacunas e planejamento","Auto-avaliação, análise de lacunas e planejamento do PPSI",0.925,Segurança e Privacidade,Segurança e Privacidade,01/07/2024,medium
MMULHERES,,Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,31/12/2024,high
MMULHERES,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,15/02/2025,high
MMULHERES,,Implementação do PPSI,Implementação do PPSI,1.0,Segurança e Privacidade,Segurança e Privacidade,30/06/2025,high
MMULHERES,,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,Segurança e Privacidade,Segurança e Privacidade,01/07/2025,high
MPI,a API SIPRA,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,a API SNCR,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,a API SIGEF GEO,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,a API CTCA,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,a API SICAR CPF/CNPJ,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,a API SICAR SICAR TEMA,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,a API SICAR DEMONSTRATIVO,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,a API SICAR IMÓVEL,Integração à base de dados (OUTROS),Integração à base de dados,0.852,,Governança e Gestão de Dados,,medium
MPI,PPSI Ciclo 5,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MPI,PPSI Ciclo 6,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MPI,PPSI Ciclo 6,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MPI,PPSI Ciclo 7,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
MPI,PPSI Ciclo 7,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,,high
MPI,Site do MPI,Migração de Portal Institucional,Migração de Portal Institucional,1.0,,Unificação de Canais Digitais,03/2023,high
MPI,PPSI Ciclo 1,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,03/2023,high
MPI,PPSI Ciclo 1,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,12/2023,high
MPI,PPSI Ciclo 2,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,01/2024,high
MPI,PPSI Ciclo 2,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,06/2024,high
MPI,PPSI Ciclo 3,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,07/2024,high
MPI,PPSI Ciclo 3,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,12/2024,high
MPI,PPSI Ciclo 4,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,02/2025,high
MPI,PPSI Ciclo 4,Implementação do PPSI,Implementação do PPSI,1.0,,Segurança e Privacidade,06/2025,high
MPI,PPSI Ciclo 5,"Auto-avaliação, análise de lacunas e planejamento do PPSI","Auto-avaliação, análise de lacunas e planejamento do PPSI",1.0,,Segurança e Privacidade,,high
